bookId,title,genres
385,Quiet: The Power of Introverts in a World that Can't Stop Talking,Action|Adventure|Thriller
386,Island of the Blue Dolphins,Comedy|Sci-Fi
387,The Crucible,Drama|Thriller
388,Hatchet,Comedy
389,Mistborn : The Final Empire,Action|Comedy|Drama
390,The Strange Case of Dr Jekyll and Mr Hyde,Drama
391,The Lorax,Comedy|Romance
392,Greg Heffley's Journal,Comedy
393,Throne of Glass,Action|Adventure|Sci-Fi
394,Shadow Kiss,Adventure|Documentary
395,For Whom the Bell Tolls,Comedy|Romance
396,Hotel on the Corner of Bitter and Sweet,Comedy
397,Das Parfum. Die Geschichte eines Mörders,Drama|Romance
398,Fast Food Nation : The Dark Side of the All-American Meal ,Comedy|Romance
399,The Tales of Beedle the Bard,Drama
400,Neuromancer,Comedy
401,A Farewell to Arms,Comedy|Drama
402,The Tell-Tale Heart,Drama|Mystery|Romance
403,孫子兵法 [Sūnzi bīngfǎ],Drama
404,Defending Jacob,Comedy|Romance
405,Breakfast of Champions,Drama|Thriller
406,Drawing on the Right Side of the Brain,Adventure|Children|Drama
407,Bel Canto,Crime|Drama|Thriller
408,"Guns, Germs, and Steel: The Fates of Human Societies",Thriller
409,Fried Green Tomatoes at the Whistle Stop Cafe,Drama|Western
410,Things Fall Apart,Action|Adventure|Crime|Drama|Romance|Thriller
411,The Undomestic Goddess,Comedy
412,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Drama|Romance
413,Les Trois Mousquetaires,Crime|Drama|Thriller
414,The Other Hand,Action|Adventure|Crime|Thriller
415,Evermore,Action|Drama|War
416,The Witches,Action|Comedy|War
417,The Thirteenth Tale,Comedy
418,Spirit Bound,Comedy|Romance
419,Blood Promise,Drama|Romance
420,Message in a Bottle,Comedy
421,The Paris Wife,Comedy
422,Complete Harry Potter Boxed Set,Comedy|Drama
423,The Elite,Comedy|War
424,Il nome della rosa,Action|Thriller
425,Go Ask Alice,Drama
426,A Confederacy of Dunces,Comedy|Drama
427,The Importance of Being Earnest,Drama|Musical
428,The Mark of Athena,Action|Crime|Thriller
429,The Colour of Magic,Action|Adventure|Sci-Fi|Thriller
430,海辺のカフカ [Umibe no Kafuka],Drama|Thriller
431,Red Dragon,Crime|Drama|Thriller
432,"I, Robot",Drama
433,Dark Lover,Adventure|Children
434,Crescendo,Action|Adventure|Comedy|Fantasy
435,Before I Fall,Comedy
436,The God of Small Things,Comedy|Western
437,The Invention of Wings,Drama|Romance
438,What Alice Forgot,Comedy
439,A Brief History of Time: From the Big Bang to Black Holes,Thriller
440,Fall of Giants,Drama
441,Under the Dome,Comedy|Mystery
442,Snow Crash,Action|Crime|Drama
443,Just Listen,Action|Adventure|Thriller
444,Winnie-the-Pooh,Drama
445,Before I Go to Sleep,Comedy|Drama|Romance|Thriller
446,A Study in Scarlet,Comedy|Romance
447,Brisingr,Drama|Romance
448,The Purpose Driven Life: What on Earth am I Here For?,Comedy|Romance
449,Betrayed: a House of Night Novel,Comedy|Drama
450,Storm Front,Drama
451,Northanger Abbey,Action|Children|Romance
452,The 5th Wave,Action|Drama|Sci-Fi
453,Cold Mountain,Comedy
454,If You Give a Mouse a Cookie,Drama|Fantasy|Romance
455,Something Blue,Crime|Drama|Thriller
456,A Streetcar Named Desire,Drama
457,The Historian,Drama|Romance
458,Station Eleven,Drama
459,En man som heter Ove,Action|Drama
460,Clockwork Princess,Horror|Sci-Fi
461,The Good Earth,Comedy|Mystery|Romance
462,Ways of Seeing,Comedy
463,Dragonfly in Amber,Drama|Romance
464,,Comedy|Drama
465,In Her Shoes,Action|Drama|Mystery
466,The Hobbit,Comedy
467,The Brief Wondrous Life of Oscar Wao,Action|Crime|Drama|Sci-Fi|Thriller
468,Their Eyes Were Watching God,Comedy
469,Fantastic Beasts and Where to Find Them,Crime|Thriller
470,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Action|Drama
471,Mansfield Park,Drama
472,…trotzdem Ja zum Leben sagen: Ein Psychologe erlebt das Konzentrationslager,Drama
473,In the Woods,Drama
474,The God Delusion,Drama|War
475,Where She Went,Comedy|Drama
476,The World According to Garp,Drama
477,Killing Floor,Children|Drama
478,"The Life and Strange Surprising Adventures of Robinson Crusoe of York, Mariner",Comedy|Crime|Horror
479,Il Principe,Action|Adventure|Fantasy|Mystery
480,The Amber Spyglass,Drama|Romance
481,Wizard's First Rule,Drama
482,The Kitchen House,Drama
483,Franny and Zooey,Drama
484,Choke,Drama
485,Братья Карамазовы,Comedy|Drama|Romance
486,The City of Ember,Thriller
487,The Andromeda Strain,Action|Sci-Fi|Thriller
488,The Green Mile,Comedy|Drama|Romance
489,The Prophet,Comedy|Romance|Thriller
490,Maus: A Survivor's Tale : My Father Bleeds History,Action|Crime
491,Untamed: A House of Night Novel,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
492,Speaker for the Dead,Action|Adventure|Thriller
493,Mere Christianity,Action|Mystery|Thriller
494,The Secret History,Drama|Musical
495,A Heartbreaking Work of Staggering Genius,Comedy|Romance
496,The Clan of the Cave Bear,Animation|Children|Fantasy|Musical
497,Black Beauty,Action|Adventure|Comedy|Romance
498,Война и миръ,Action|Drama|Western
499,American Psycho,Crime|Drama|Thriller
500,The Princess Diaries,Crime|Thriller
501,The No. 1 Ladies' Detective Agency ,Documentary
502,"The Walking Dead, Vol. 1: Days Gone Bye",Action|Adventure|Animation|Children|Fantasy
503,2001: A Space Odyssey,Comedy
504,,Drama|Thriller
505,Left Behind:  A Novel of the Earth's Last Days,Comedy|Drama
506,The One,Drama|Romance
507,The Hunger Games Box Set,Comedy
508,Nickel and Dimed: On (Not) Getting By in America,Drama|Horror
509,Remember Me?,Comedy|Drama
510,The Great Hunt,Comedy|Drama
511,Post-Mortem:  A Mystery Introducing Dr. Kay Scarpetta,Comedy|Drama
512,The Complete Tales of Edgar Allan Poe,Drama|Romance
513,The Hiding Place,Drama
514,The Adventures of Sherlock Holmes,Comedy|Drama
515,The Prince of Tides,Children|Comedy
516,The Amazing Adventures of Kavalier & Clay,Adventure|Children|Drama
517,Perfect Chemistry,Drama
518,Peter Pan,Documentary
519,Pretties,Comedy|Drama
520,ねじまき鳥クロニクル [Nejimakidori kuronikuru],Comedy
521,The Lincoln Lawyer ,Children|Comedy
522,Cloud Atlas,Comedy|Drama|Fantasy|Romance|Thriller
523,The Things They Carried,Adventure|Animation|Children|Comedy|Musical
524,Wall and Piece,Action|Sci-Fi
525,Pandemonium,Adventure|Drama|Western
526,Darkly Dreaming Dexter,Action|Crime|Thriller
527,Living Dead in Dallas,Crime|Horror|Thriller
528,The Dragon Reborn ,Animation|Children|Drama|Fantasy|Musical
529,Gulliver’s Travels,Animation|Children|Fantasy|Musical|Romance|IMAX
530,Much Ado About Nothing,Animation|Children|Fantasy|Musical
531,Beowulf,Comedy|Romance
532,Batman: Year One,Adventure|Western
533,Go Set a Watchman,Action|Comedy|Crime
534,When You Are Engulfed in Flames,Comedy
535,Daughter of Smoke & Bone,Drama|Romance
536,Red Queen,Fantasy|Horror
537,The Power of Habit,Comedy|Crime|Drama|Thriller
538,Midnight in the Garden of Good and Evil,Adventure|Children
539,Hopeless,Action|Adventure|Animation|Horror|Sci-Fi
540,A Little Princess,Action|Horror|Sci-Fi
541,The Truth About Forever,Comedy
542,The horse and his boy,Drama|Romance
543,Last Sacrifice ,Drama|Thriller
544,Little House on the Prairie,Comedy|Drama
545,The Velveteen Rabbit,Animation|Children
546,Zen and the Art of Motorcycle Maintenance,Comedy|Drama
547,The War of the Worlds,Comedy
548,Pretty Little Liars,Drama
549,Corduroy,Drama
550,The Omnivore's Dilemma,Comedy
551,Life After Life,Drama|Thriller
552,The Rescue,Crime|Drama|Mystery|Thriller
553,Needful Things,Drama|Romance
554,Voyager,Adventure|Animation|Children|Fantasy|Musical|Romance
555,,Drama|War
556,Cujo,Comedy
557,The Virgin Suicides,Comedy|Drama
558,Dead to the World,Comedy
559,Tess of the d'Urbervilles: A Pure Woman Faithfully Presented,Romance
560,Madame Bovary,Comedy|Drama
561,The Phantom Tollbooth,Drama|Thriller
562,The Way of Kings,Action|Crime|Drama|War
563,Club Dead,Action|Adventure|Mystery|Thriller
564,It's Kind of a Funny Story,Drama
565,,Comedy
566,After You,Action|Adventure|Fantasy
567,The Language of Flowers,Comedy
568,Batman: The Dark Knight Returns,Crime|Drama|Thriller
569,The Angel Experiment,Adventure|Animation|Children|Fantasy|Musical
570,High Fidelity,Thriller
571,The Guardian,Comedy
572,Oryx and Crake,Comedy
573,"Men Are from Mars, Women Are from Venus Book of Days: 365 Inspirations to Enrich Your Relationships",Comedy|Drama|War
574,Kitchen Confidential: Adventures in the Culinary Underbelly,Action
575,Timeline,Drama
576,Candide,Drama
577,Tuck Everlasting,Comedy|Sci-Fi
578,Christine,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
579,Are You My Mother?,Adventure|Comedy|Sci-Fi
580,The Story of Art,Drama|Thriller
581,Scarlet,Drama
582,"Rich Dad , Poor Dad",Drama|Mystery|Romance|Sci-Fi|Thriller
583,Silence ,Crime
584,The Magicians,Drama
585,デスノート #1 (Desu Nōto) Taikutsu (退屈),Drama|Romance
586,A Great and Terrible Beauty,Action|Adventure|Comedy|War
587,Everything Is Illuminated,Drama|Romance
588,The Bourne Supremacy,Comedy|Romance
589,Easy,Action|Sci-Fi|Thriller
590,David Copperfield,Action|Crime|Drama
591,The Absolutely True Diary of a Part-Time Indian,Mystery|Thriller
592,Мастер и Маргарита,Drama|Thriller
593,A Wizard of Earthsea,Drama|Romance
594,Because of Winn-Dixie,Drama
595,A Separate Peace,Comedy
596,The Rainmaker,Drama
597,Don Quijote de La Mancha,Drama
598,Assassin's Apprentice,Action|Adventure
599,The Restaurant at the End of the Universe,Comedy
600,Torment,Crime|Drama|Thriller
601,The Tale of Peter Rabbit,Comedy|Romance
602,The Silver Chair,Adventure|Animation|Children|Comedy|Musical
603,The Hero of Ages,Comedy
604,"Girl, Interrupted",Adventure|Children
605,"Are You There, Vodka? It's Me, Chelsea",Drama|Mystery|Western
606,Jonathan Livingston Seagull,Drama|Romance
607,City of Heavenly Fire,Comedy|Fantasy|Sci-Fi
608,Love You Forever,Comedy
609,Cell,Adventure|Animation|Comedy
610,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Drama
611,The Silmarillion,Documentary
612,The Drawing of the Three,Drama|Fantasy|Horror|Thriller
613,The Forgotten Garden,Comedy
614,Der Prozeß,Drama
615,This Lullaby,Comedy
616,Plain Truth,Crime|Thriller
617,Orange Is the New Black: My Year in a Women's Prison,Action|Adventure|Thriller
618,The Hound of the Baskervilles,Horror
619,"Thinking, Fast and Slow",Action|Adventure|Romance|Thriller
620,The Mists of Avalon,Action|Sci-Fi
621,"Are You There God? It's Me, Margaret",Animation|Sci-Fi
622,Nights in Rodanthe,Horror|Thriller
623,Mr. Mercedes,Comedy
624,All Together Dead,Animation|Children|Comedy
625,Midwives,Noir-Fiction
626,The Polar Express,Comedy
627,The True Story of the Three Little Pigs,Action|Sci-Fi|Thriller
628,Patriot Games,Comedy|War
629,Veronika decide morrer,Comedy|Drama|Romance
630,"Lean In: Women, Work, and the Will to Lead",Adventure|Children
